Province_State,Country_Region,Confirmed,Deaths
Pennsylvania,US,809,14
Pennsylvania,US,37357,634
Pennsylvania,US,4138,137
Pennsylvania,US,3452,190
Pennsylvania,US,5311,73
Pennsylvania,US,15107,223
Pennsylvania,US,20368,353
Pennsylvania,US,87289,1372
Pennsylvania,US,35016,474
Pennsylvania,US,103548,1543
Pennsylvania,US,44329,618
Pennsylvania,US,14473,543
Pennsylvania,US,76369,837
Pennsylvania,US,75206,1328
Pennsylvania,US,12532,118
Pennsylvania,US,582,86
Pennsylvania,US,1316,93
Pennsylvania,US,98956,1713
Pennsylvania,US,38079,466
Pennsylvania,US,115446,1519
Pennsylvania,US,12097,377
Pennsylvania,US,80792,980
Pennsylvania,US,204161,3709
Pennsylvania,US,2165,117
Pennsylvania,US,346643,5131
Pennsylvania,US,14933,451
Pennsylvania,US,2864,33
Pennsylvania,US,22875,369
Pennsylvania,US,7813,132
Pennsylvania,US,14098,329
Pennsylvania,US,5061,136
Pennsylvania,US,8737,116
Pennsylvania,US,153,67
Pennsylvania,US,8971,200
Pennsylvania,US,6810,24
Pennsylvania,US,23766,264
Pennsylvania,US,464,78
Pennsylvania,US,3677,450
Pennsylvania,US,7401,88
Pennsylvania,US,75,221
Puerto Rico,US,4786,114
Puerto Rico,US,125538,1535
Puerto Rico,US,1218,0
Puerto Rico,US,8163,0
Puerto Rico,US,10723,0
Puerto Rico,US,4714,0
Puerto Rico,US,542,0
Puerto Rico,US,5684,0
Puerto Rico,US,19168,0
Puerto Rico,US,1815,0
Puerto Rico,US,13623,0
Puerto Rico,US,4896,0
Puerto Rico,US,39941,0
Puerto Rico,US,7740,0
Puerto Rico,US,30968,0
Puerto Rico,US,8095,0
Puerto Rico,US,8005,0
Puerto Rico,US,38393,0
Puerto Rico,US,5179,0
Puerto Rico,US,9677,0
Puerto Rico,US,228,0
Puerto Rico,US,2207,0
Puerto Rico,US,9540,0
Puerto Rico,US,5972,0
Puerto Rico,US,4578,0
Puerto Rico,US,5683,0
Puerto Rico,US,2004,0
Puerto Rico,US,8952,0
Puerto Rico,US,6881,0
Puerto Rico,US,1729,0
Puerto Rico,US,1924,0
Puerto Rico,US,95,0
Puerto Rico,US,387,0
Puerto Rico,US,21930,0
Puerto Rico,US,10802,0
Puerto Rico,US,5027,0
Puerto Rico,US,663,0
Puerto Rico,US,12305,0
Puerto Rico,US,8679,0
Puerto Rico,US,454,0
Puerto Rico,US,10179,0
Puerto Rico,US,8591,0
Puerto Rico,US,4718,0
Puerto Rico,US,4907,0
Puerto Rico,US,303,0
Puerto Rico,US,7803,0
Puerto Rico,US,1798,0
Puerto Rico,US,3934,0
Puerto Rico,US,9031,0
Puerto Rico,US,3939,0
Puerto Rico,US,385,0
Puerto Rico,US,14657,0
Puerto Rico,US,8568,0
Puerto Rico,US,4535,0
Puerto Rico,US,4275,0
Puerto Rico,US,7076,0
Puerto Rico,US,4280,0
Puerto Rico,US,574,0
Puerto Rico,US,3647,0
Puerto Rico,US,2659,0
Puerto Rico,US,29921,0
Puerto Rico,US,2621,0
Puerto Rico,US,2429,0
Puerto Rico,US,10109,0
Puerto Rico,US,3302,0
Puerto Rico,US,31401,0
Puerto Rico,US,4042,0
Puerto Rico,US,79198,0
Puerto Rico,US,8114,0
Puerto Rico,US,3464,0
Puerto Rico,US,2180,0
Puerto Rico,US,11878,0
Puerto Rico,US,11730,3308
Puerto Rico,US,13765,0
Puerto Rico,US,26390,4768
Puerto Rico,US,559,0
Puerto Rico,US,9195,0
Puerto Rico,US,14505,0
Puerto Rico,US,486,0
Puerto Rico,US,4250,0
Recovered,US,7949,0
Rhode Island,US,637,156
Rhode Island,US,29360,423
Rhode Island,US,4272,121
Rhode Island,US,82836,1684
Rhode Island,US,1468,63
Rhode Island,US,228565,2394
South Carolina,US,26059,47
South Carolina,US,9222,126
South Carolina,US,5537,48
South Carolina,US,5211,377
South Carolina,US,59,40
South Carolina,US,57314,931
South Carolina,US,25187,250
South Carolina,US,27178,262
South Carolina,US,45653,334
South Carolina,US,14272,298
South Carolina,US,7625,206
South Carolina,US,117148,849
South Carolina,US,7757,166
South Carolina,US,5442,18
South Carolina,US,7037,4
South Carolina,US,3336,78
South Carolina,US,3046,102
South Carolina,US,16333,81
South Carolina,US,5720,86
South Carolina,US,58198,416
South Carolina,US,21248,481
South Carolina,US,3903,80
South Carolina,US,69556,919
South Carolina,US,3510,11
South Carolina,US,181168,1961
South Carolina,US,43693,620
South Carolina,US,1217,4
South Carolina,US,93432,968
South Carolina,US,11236,152
South Carolina,US,11211,19
South Carolina,US,24640,201
South Carolina,US,39752,432
South Carolina,US,1139,47
South Carolina,US,100484,808
South Carolina,US,7965,136
South Carolina,US,497,47
South Carolina,US,14592,223
South Carolina,US,1363,139
South Carolina,US,4227,161
South Carolina,US,50570,375
South Carolina,US,45842,579
South Carolina,US,72149,314
South Carolina,US,13852,234
South Carolina,US,101718,1566
South Carolina,US,26022,292
South Carolina,US,5894,131
South Carolina,US,43386,390
South Dakota,US,8572,129
South Dakota,US,80675,643
South Dakota,US,303,8
South Dakota,US,3071,29
South Dakota,US,4958,26
South Dakota,US,5342,68
South Dakota,US,7471,39
South Dakota,US,10299,106
South Dakota,US,639,18
South Dakota,US,419,12
South Dakota,US,789,15
South Dakota,US,321,1
South Dakota,US,620,18
South Dakota,US,5616,81
South Dakota,US,2846,7
South Dakota,US,7523,81
South Dakota,US,3437,55
South Dakota,US,1285,4
South Dakota,US,5336,68
South Dakota,US,889,0
South Dakota,US,500,2
South Dakota,US,2439,30
South Dakota,US,575,14
South Dakota,US,510,0
South Dakota,US,516,7
South Dakota,US,246,16
South Dakota,US,1780,40
South Dakota,US,116,6
South Dakota,US,44,4
South Dakota,US,1121,36
South Dakota,US,438,10
South Dakota,US,2910,47
South Dakota,US,1134,26
South Dakota,US,4328,53
South Dakota,US,1382,17
South Dakota,US,17,11
South Dakota,US,500,20
South Dakota,US,600,0
South Dakota,US,1670,20
South Dakota,US,3564,54
South Dakota,US,9533,52
South Dakota,US,6181,73
South Dakota,US,15572,95
South Dakota,US,181,17
South Dakota,US,466,5
South Dakota,US,3821,25
South Dakota,US,72,5
South Dakota,US,7122,53
South Dakota,US,43037,425
South Dakota,US,497,12
South Dakota,US,56947,472
South Dakota,US,22381,257
South Dakota,US,3620,45
South Dakota,US,34668,345
South Dakota,US,1037,27
South Dakota,US,259,4
South Dakota,US,1370,22
South Dakota,US,92,4
South Dakota,US,1281,33
South Dakota,US,1310,31
South Dakota,US,733,18
South Dakota,US,1553,10
South Dakota,US,1458,26
South Dakota,US,1003,15
South Dakota,US,1023,19
South Dakota,US,324,8
South Dakota,US,900,15
Tennessee,US,8474,206
Tennessee,US,9564,193
Tennessee,US,20941,272
Tennessee,US,12467,202
Tennessee,US,21275,226
Tennessee,US,19090,257
Tennessee,US,34654,334
Tennessee,US,32421,375
Tennessee,US,7203,47
Tennessee,US,7248,199
Tennessee,US,1974,70
Tennessee,US,14041,262
Tennessee,US,5539,15
Tennessee,US,4603,61
Tennessee,US,1296,17
Tennessee,US,9147,157
Tennessee,US,9026,153
Tennessee,US,6150,0
Tennessee,US,136199,1287
Tennessee,US,12886,250
Tennessee,US,210977,1676
Tennessee,US,4786,101
Tennessee,US,4723,94
Tennessee,US,8666,111
Tennessee,US,9782,123
Tennessee,US,3821,47
Tennessee,US,5406,81
Tennessee,US,7365,42
Tennessee,US,14099,174
Tennessee,US,5177,87
Tennessee,US,4191,47
Tennessee,US,9582,96
Tennessee,US,67159,821
Tennessee,US,19840,344
Tennessee,US,103414,1095
Tennessee,US,3861,69
Tennessee,US,3348,119
Tennessee,US,5300,76
Tennessee,US,11822,214
Tennessee,US,907,11
Tennessee,US,4642,75
Tennessee,US,6874,112
Tennessee,US,3872,54
Tennessee,US,528,14
Tennessee,US,5737,139
Tennessee,US,803,0
Tennessee,US,69484,782
Tennessee,US,3401,64
Tennessee,US,133988,1365
Tennessee,US,7371,114
Tennessee,US,5715,61
Tennessee,US,8113,79
Tennessee,US,6277,84
Tennessee,US,4545,60
Tennessee,US,3913,162
Tennessee,US,2833,41
Tennessee,US,26065,337
Tennessee,US,11718,139
Tennessee,US,201,71
Tennessee,US,26345,272
Tennessee,US,15394,224
Tennessee,US,2027,67
Tennessee,US,33112,410
Tennessee,US,14126,218
Tennessee,US,50796,539
Tennessee,US,5071,106
Tennessee,US,26358,123
Tennessee,US,6401,97
Tennessee,US,52437,233
Tennessee,US,6478,98
Tennessee,US,914,7
Tennessee,US,16171,223
Tennessee,US,2392,45
Tennessee,US,15872,124
Tennessee,US,5013,69
Tennessee,US,52869,491
Tennessee,US,16917,226
Tennessee,US,101380,860
Tennessee,US,12251,210
Tennessee,US,168872,2628
Tennessee,US,28218,362
Tennessee,US,260599,3387
Tennessee,US,24745,457
Tennessee,US,35672,517
Tennessee,US,36929,564
Tennessee,US,54890,718
Tennessee,US,3919,65
Tennessee,US,934,31
Tennessee,US,32564,196
Tennessee,US,4222,55
Tennessee,US,3186,72
Tennessee,US,23587,352
Tennessee,US,9660,134
Tennessee,US,35137,402
Tennessee,US,1,41
Tennessee,US,35657,158
Tennessee,US,22110,274
Texas,US,61014,207
Texas,US,43077,438
Texas,US,2843,187
Texas,US,1540,5
Texas,US,14655,463
Texas,US,4417,81
Texas,US,6836,183
Texas,US,3434,47
Texas,US,13366,203
Texas,US,3679,11
Texas,US,14140,152
Texas,US,3347,54
Texas,US,18121,105
Texas,US,43461,719
Texas,US,340436,5187
Texas,US,73324,889
Texas,US,623935,6228
Texas,US,44,25
Texas,US,14141,349
Texas,US,65109,799
Texas,US,20122,71
Texas,US,105295,970
Texas,US,66678,432
Texas,US,18,16
Texas,US,7183,168
Texas,US,2049,9
Texas,US,4382,95
Texas,US,4100,91
Texas,US,8073,134
Texas,US,13976,121
Texas,US,66331,1786
Texas,US,926,4
Texas,US,117541,2027
Texas,US,1714,86
Texas,US,130,4
Texas,US,429,138
Texas,US,3692,182
Texas,US,9391,47
Texas,US,6860,228
Texas,US,2148,14
Texas,US,1638,20
Texas,US,405,36
Texas,US,139143,1197
Texas,US,1222,61
Texas,US,237848,1470
Texas,US,22152,463
Texas,US,1570,1
Texas,US,37660,553
Texas,US,1779,31
Texas,US,11497,158
Texas,US,7600,125
Texas,US,18152,196
Texas,US,331,8
Texas,US,58,17
Texas,US,798,9
Texas,US,170,13
Texas,US,417648,5751
Texas,US,281,40
Texas,US,619076,6734
Texas,US,466,4
Texas,US,5481,78
Texas,US,109971,973
Texas,US,1580,12
Texas,US,193669,1329
Texas,US,352,2
Texas,US,3909,10
Texas,US,1133,64
Texas,US,24269,501
Texas,US,2618,105
Texas,US,108092,2425
Texas,US,35194,480
Texas,US,222651,3661
Texas,US,49679,537
Texas,US,3746,30
Texas,US,177,28
Texas,US,6821,166
Texas,US,3553,71
Texas,US,474,14
Texas,US,118090,1013
Texas,US,1350,26
Texas,US,217026,1141
Texas,US,1820,33
Texas,US,2586,15
Texas,US,62941,635
Texas,US,1290,58
Texas,US,105397,782
Texas,US,1184,26
Texas,US,5009,81
Texas,US,3467,85
Texas,US,3698,63
Texas,US,13401,427
Texas,US,11426,460
Texas,US,22552,539
Texas,US,1951,349
Texas,US,4418,78
Texas,US,40807,391
Texas,US,5715,217
Texas,US,311,3
Texas,US,1551,20
Texas,US,7890,186
Texas,US,732631,9721
Texas,US,3361,63
Texas,US,1156284,11120
Texas,US,13553,190
Texas,US,36047,411
Texas,US,10,36
Texas,US,60812,173
Texas,US,129324,3521
Texas,US,9589,254
Texas,US,227165,3800
Texas,US,809,21
Texas,US,2553,11
Texas,US,10909,188
Texas,US,2319,31
Texas,US,3704,99
Texas,US,4040,132
Texas,US,4338,90
Texas,US,16936,363
Texas,US,5983,114
Texas,US,2341,49
Texas,US,3028,136
Texas,US,3291,53
Texas,US,26312,546
Texas,US,789,11
Texas,US,48612,674
Texas,US,27940,570
Texas,US,8965,134
Texas,US,42520,689
Texas,US,20570,360
Texas,US,335,31
Texas,US,38299,535
Texas,US,8837,122
Texas,US,7368,140
Texas,US,228,7
Texas,US,10213,186
Texas,US,215,5
Texas,US,4617,133
Texas,US,392,11
Texas,US,6637,108
Texas,US,6529,196
Texas,US,1276,50
Texas,US,6231,189
Texas,US,1276,22
Texas,US,2764,39
Texas,US,1551,47
Texas,US,9094,302
Texas,US,52,17
Texas,US,19455,395
Texas,US,3716,87
Texas,US,2282,67
Texas,US,2236,42
Texas,US,61024,1002
Texas,US,637,28
Texas,US,97416,1299
Texas,US,278,17
Texas,US,3088,33
Texas,US,1236,52
Texas,US,5145,136
Texas,US,11811,404
Texas,US,8271,137
Texas,US,18537,299
Texas,US,1296,39
Texas,US,58956,743
Texas,US,175,2
Texas,US,19225,210
Texas,US,2936,79
Texas,US,42186,473
Texas,US,3757,62
Texas,US,1863,62
Texas,US,96220,1086
Texas,US,524,37
Texas,US,155069,1254
Texas,US,5702,103
Texas,US,6207,165
Texas,US,9347,182
Texas,US,12379,209
Texas,US,10701,138
Texas,US,56058,1082
Texas,US,1437,61
Texas,US,92485,1295
Texas,US,10312,258
Texas,US,4543,124
Texas,US,12866,250
Texas,US,18669,201
Texas,US,3114,87
Texas,US,34888,401
Texas,US,3671,167
Texas,US,24768,597
Texas,US,7623,220
Texas,US,37361,720
Texas,US,22316,368
Texas,US,1375,49
Texas,US,27630,475
Texas,US,663,43
Texas,US,2652,35
Texas,US,1187,37
Texas,US,4845,73
Texas,US,1601,30
Texas,US,19316,226
Texas,US,3060,21
Texas,US,20018,77
Texas,US,1516,9
Texas,US,10608,196
Texas,US,2393,6
Texas,US,6001,256
Texas,US,5083,75
Texas,US,12249,332
Texas,US,2183,57
Texas,US,15,0
Texas,US,2090,9
Texas,US,301,4
Texas,US,29235,703
Texas,US,1065,10
Texas,US,37171,640
Texas,US,753,1
Texas,US,21538,361
Texas,US,1706,41
Texas,US,325,4
Texas,US,1329,18
Texas,US,394450,5010
Texas,US,20435,584
Texas,US,611500,5988
Texas,US,32853,658
Texas,US,10,4
Texas,US,3644,20
Texas,US,19188,390
Texas,US,134621,1371
Texas,US,32234,405
Texas,US,287771,1687
Texas,US,16257,73
Texas,US,2266,70
Texas,US,86639,15
Texas,US,1562,67
Texas,US,9177,240
Texas,US,3169,87
Texas,US,1357,53
Texas,US,2382,95
Texas,US,13634,326
Texas,US,18457,179
Texas,US,3787,27
Texas,US,56906,879
Texas,US,3380,42
Texas,US,101284,1029
Texas,US,9974,326
Texas,US,1445,49
Texas,US,29791,573
Texas,US,81502,664
Texas,US,225,10
Texas,US,151217,905
Texas,US,445,53
Texas,US,4285,207
Texas,US,17031,239
Texas,US,5481,215
Texas,US,1180,4
Texas,US,1494,39
Utah,US,31883,140
Utah,US,11088,59
Utah,US,11062,60
Utah,US,205056,1144
Utah,US,107019,370
Utah,US,371462,1628
Utah,US,42154,447
Utah,US,2422,65
Utah,US,53467,580
Utah,US,5711,55
Utah,US,21356,106
Utah,US,130681,546
Utah,US,3438,24
Utah,US,163117,459
Vermont,US,8919,26
Vermont,US,75382,423
Vermont,US,3125,1
Vermont,US,5341,65
Vermont,US,5327,28
Vermont,US,31434,126
Vermont,US,807,0
Vermont,US,8544,57
Vermont,US,943,3
Vermont,US,255,12
Vermont,US,2523,26
Vermont,US,6204,38
Vermont,US,9544,47
Vermont,US,1589,26
Vermont,US,8163,12
Virgin Islands,US,2387,49
Virginia,US,6003,23
Virginia,US,12075,3
Virginia,US,10687,53
Virginia,US,19026,87
Virginia,US,37570,151
Virginia,US,1156,38
Virginia,US,244,21
Virginia,US,18018,189
Virginia,US,7801,86
Virginia,US,56686,312
Virginia,US,9600,42
Virginia,US,185,2
Virginia,US,14119,183
Virginia,US,738,34
Virginia,US,6417,69
Virginia,US,1816,4
Virginia,US,675,7
Virginia,US,3675,93
Virginia,US,3940,99
Virginia,US,2681,13
Virginia,US,10157,111
Virginia,US,6987,67
Virginia,US,5995,122
Virginia,US,4920,35
Virginia,US,30579,336
Virginia,US,36986,528
Virginia,US,54806,484
Virginia,US,83057,719
Virginia,US,2201,32
Virginia,US,4829,90
Virginia,US,6582,67
Virginia,US,336,3
Virginia,US,5491,55
Virginia,US,680,11
Virginia,US,8699,223
Virginia,US,2837,6
Virginia,US,4659,75
Virginia,US,115466,1155
Virginia,US,1121,1
Virginia,US,221832,1489
Virginia,US,6848,50
Virginia,US,1104,16
Virginia,US,11155,120
Virginia,US,4545,80
Virginia,US,4160,3
Virginia,US,2449,19
Virginia,US,1228,26
Virginia,US,21248,187
Virginia,US,3529,3
Virginia,US,1585,4
Virginia,US,1883,15
Virginia,US,5542,44
Virginia,US,2031,9
Virginia,US,2362,53
Virginia,US,100,65
Virginia,US,13943,215
Virginia,US,6314,41
Virginia,US,23587,223
Virginia,US,17633,446
Virginia,US,6656,45
Virginia,US,77247,966
Virginia,US,9577,179
Virginia,US,4686,86
Virginia,US,1796,19
Virginia,US,4795,93
Virginia,US,15574,100
Virginia,US,5112,36
Virginia,US,2930,22
Virginia,US,2893,55
Virginia,US,304,5
Virginia,US,37988,220
Virginia,US,1244,14
Virginia,US,82769,375
Virginia,US,5581,131
Virginia,US,1473,14
Virginia,US,14931,223
Virginia,US,1364,27
Virginia,US,7922,28
Virginia,US,3253,4
Virginia,US,67,26
Virginia,US,546,7
Virginia,US,6264,9
Virginia,US,370,24
Virginia,US,18516,130
Virginia,US,20798,284
Virginia,US,22694,332
Virginia,US,41039,364
Virginia,US,46348,445
Virginia,US,1733,47
Virginia,US,490,28
Virginia,US,3224,47
Virginia,US,619,3
Virginia,US,5168,19
Virginia,US,271,14
Virginia,US,5077,44
Virginia,US,7580,118
Virginia,US,1309,44
Virginia,US,773,1
Virginia,US,20147,288
Virginia,US,4,10
Virginia,US,62269,539
Virginia,US,5079,25
Virginia,US,107421,721
Virginia,US,7431,135
Virginia,US,3653,37
Virginia,US,28557,380
Virginia,US,11583,170
Virginia,US,38703,248
Virginia,US,21623,219
Virginia,US,13358,200
Virginia,US,888,4
Virginia,US,11395,153
Virginia,US,3700,24
Virginia,US,1616,87
Virginia,US,630,25
Virginia,US,9240,159
Virginia,US,8984,8
Virginia,US,16291,20
Virginia,US,27066,219
Virginia,US,23272,81
Virginia,US,5656,106
Virginia,US,19763,281
Virginia,US,5687,101
Virginia,US,2642,43
Virginia,US,47253,424
Virginia,US,6334,107
Virginia,US,93062,680
Virginia,US,5508,107
Virginia,US,13105,180
Virginia,US,5183,56
Virginia,US,834,3
Virginia,US,4586,123
Virginia,US,1834,38
Virginia,US,5117,116
Washington,US,4896,117
Washington,US,8503,61
Washington,US,28005,359
Washington,US,7813,63
Washington,US,51223,416
Washington,US,27202,429
Washington,US,13610,151
Washington,US,86641,594
Washington,US,6218,38
Washington,US,24311,351
Washington,US,8960,110
Washington,US,1308,22
Washington,US,17165,35
Washington,US,9854,148
Washington,US,23247,167
Washington,US,17264,190
Washington,US,187784,2051
Washington,US,16053,234
Washington,US,487191,2935
Washington,US,44523,335
Washington,US,2168,110
Washington,US,2452,25
Washington,US,12405,181
Washington,US,3320,77
Washington,US,12034,116
Washington,US,7671,104
Washington,US,106967,946
Washington,US,2180,37
Washington,US,207998,1319
Washington,US,828,7
Washington,US,54749,625
Washington,US,78803,1137
Washington,US,177758,1113
Washington,US,112507,1202
Washington,US,7391,151
Washington,US,56427,441
Washington,US,6261,108
Washington,US,19730,193
Washington,US,11026,75
Washington,US,1792,338
West Virginia,US,6011,36
West Virginia,US,53503,592
West Virginia,US,1013,12
West Virginia,US,36652,285
West Virginia,US,3749,3
West Virginia,US,13230,253
West Virginia,US,4292,96
West Virginia,US,28860,366
West Virginia,US,493,2
West Virginia,US,5192,104
West Virginia,US,672,3
West Virginia,US,11915,166
West Virginia,US,3541,98
West Virginia,US,55,1
West Virginia,US,5859,41
West Virginia,US,3460,34
West Virginia,US,6072,59
West Virginia,US,23,60
West Virginia,US,13364,163
West Virginia,US,21496,435
West Virginia,US,12327,72
West Virginia,US,49181,705
West Virginia,US,196,63
West Virginia,US,3738,56
West Virginia,US,4791,57
West Virginia,US,12884,115
West Virginia,US,6477,103
West Virginia,US,3523,103
West Virginia,US,917,60
West Virginia,US,14007,173
West Virginia,US,6956,3
West Virginia,US,5989,94
West Virginia,US,24955,147
West Virginia,US,146,28
West Virginia,US,2864,59
West Virginia,US,6938,84
West Virginia,US,10804,151
West Virginia,US,722,0
West Virginia,US,4205,74
West Virginia,US,8476,115
West Virginia,US,3961,85
West Virginia,US,12656,124
West Virginia,US,24317,346
West Virginia,US,8332,64
West Virginia,US,933,7
West Virginia,US,747,10
West Virginia,US,1836,24
West Virginia,US,3580,48
West Virginia,US,2134,38
West Virginia,US,2430,42
West Virginia,US,6561,94
West Virginia,US,6191,70
West Virginia,US,7649,62
West Virginia,US,1524,16
West Virginia,US,10556,189
West Virginia,US,2711,51
Wisconsin,US,21063,315
Wisconsin,US,5481,99
Wisconsin,US,5410,52
Wisconsin,US,1485,6
Wisconsin,US,44988,227
Wisconsin,US,1363,32
Wisconsin,US,89187,538
Wisconsin,US,6974,79
Wisconsin,US,9484,98
Wisconsin,US,9511,19
Wisconsin,US,9827,91
Wisconsin,US,5140,98
Wisconsin,US,55227,276
Wisconsin,US,15721,245
Wisconsin,US,151412,496
Wisconsin,US,20975,272
Wisconsin,US,1849,12
Wisconsin,US,7997,82
Wisconsin,US,13600,61
Wisconsin,US,10499,3
Wisconsin,US,737,23
Wisconsin,US,25201,162
Wisconsin,US,3337,7
Wisconsin,US,10153,101
Wisconsin,US,6703,32
Wisconsin,US,4606,21
Wisconsin,US,1734,9
Wisconsin,US,13955,143
Wisconsin,US,559,7
Wisconsin,US,7661,228
Wisconsin,US,3857,19
Wisconsin,US,27089,514
Wisconsin,US,3530,42
Wisconsin,US,35185,126
Wisconsin,US,1418,96
Wisconsin,US,9821,47
Wisconsin,US,20842,239
Wisconsin,US,13390,99
Wisconsin,US,40928,469
Wisconsin,US,11557,122
Wisconsin,US,182245,1749
Wisconsin,US,6409,52
Wisconsin,US,294121,2256
Wisconsin,US,6814,14
Wisconsin,US,27235,179
Wisconsin,US,6376,9
Wisconsin,US,57329,404
Wisconsin,US,16732,132
Wisconsin,US,7355,90
Wisconsin,US,428,55
Wisconsin,US,10926,101
Wisconsin,US,20756,351
Wisconsin,US,762,3
Wisconsin,US,33371,425
Wisconsin,US,1592,10
Wisconsin,US,37093,321
Wisconsin,US,234,10
Wisconsin,US,9349,29
Wisconsin,US,18235,140
Wisconsin,US,5508,39
Wisconsin,US,31889,276
Wisconsin,US,21371,98
Wisconsin,US,5148,73
Wisconsin,US,4923,7
Wisconsin,US,3711,70
Wisconsin,US,12891,114
Wisconsin,US,2691,57
Wisconsin,US,586,32
Wisconsin,US,73099,793
Wisconsin,US,31607,132
Wisconsin,US,121463,1064
Wisconsin,US,20914,56
Wisconsin,US,8027,87
Wyoming,US,49823,353
Wyoming,US,21530,183
Wyoming,US,1177,79
Wyoming,US,513,17
Wyoming,US,10411,102
Wyoming,US,3729,31
Wyoming,US,6404,104
Wyoming,US,1281,23
Wyoming,US,14309,185
Wyoming,US,2852,40
Wyoming,US,17360,213
Wyoming,US,1023,7
Wyoming,US,11994,62
Wyoming,US,4000,24
Wyoming,US,18093,163
Wyoming,US,841,25
Wyoming,US,1217,85
Wyoming,US,558,19
Wyoming,US,561,26
Wyoming,US,3868,13
Wyoming,US,7648,97
Wyoming,US,11229,16
Wyoming,US,4088,2
Wyoming,US,1254,14
,Uganda,140039,3251
Cherkasy Oblast,Ukraine,127435,2602
Chernihiv Oblast,Ukraine,74255,1190
Chernivtsi Oblast,Ukraine,44283,33
Crimea Republic*,Ukraine,773,1620
Dnipropetrovsk Oblast,Ukraine,91796,5551
Donetsk Oblast,Ukraine,17321,234
Ivano-Frankivsk Oblast,Ukraine,175945,6351
Kharkiv Oblast,Ukraine,27295,754
Kherson Oblast,Ukraine,102802,791
Khmelnytskyi Oblast,Ukraine,158734,3529
Kiev,Ukraine,225226,5318
Kiev Oblast,Ukraine,15586,967
Kirovohrad Oblast,Ukraine,411983,7441
Luhansk Oblast,Ukraine,166405,2812
Lviv Oblast,Ukraine,175334,4253
Mykolaiv Oblast,Ukraine,35458,889
Odessa Oblast,Ukraine,62927,999
Poltava Oblast,Ukraine,5790,208
Rivne Oblast,Ukraine,197880,3648
Sevastopol*,Ukraine,127247,2341
Sumy Oblast,Ukraine,39887,303
Ternopil Oblast,Ukraine,21921,289
Vinnytsia Oblast,Ukraine,69763,95
Volyn Oblast,Ukraine,42527,209
Zakarpattia Oblast,Ukraine,126032,833
Zaporizhia Oblast,Ukraine,32504,1723
Zhytomyr Oblast,Ukraine,8572,858
,United Arab Emirates,652031,559
Anguilla,United Kingdom,213396,5861
Bermuda,United Kingdom,186381,3428
British Virgin Islands,United Kingdom,989160,2296
Cayman Islands,United Kingdom,5363,2
Channel Islands,United Kingdom,17193,144
England,United Kingdom,11144292,151310
Falkland Islands (Malvinas),United Kingdom,28701,29
Gibraltar,United Kingdom,8794,100
Isle of Man,United Kingdom,19628485,173583
Montserrat,United Kingdom,1785,1
Northern Ireland,United Kingdom,382131,3949
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,29920,54
Scotland,United Kingdom,877145,12466
Turks and Caicos Islands,United Kingdom,54595,107
Unknown,United Kingdom,1054,245
Wales,United Kingdom,81169,4506
,Uruguay,414290,6172
,Uzbekistan,1868682,13948
,Vanuatu,6296,35
,Venezuela,444828,5018
,Vietnam,864799,21946
,West Bank and Gaza,501980,2496
,Yemen,233004,347
,Zambia,246224,3726
,Zimbabwe,321872,746
,Winter Olympics 2022,10781009,43093
,Antarctica,682085,5678
Jersey,United Kingdom,18893,89
Guernsey,United Kingdom,3796,2127
,"Korea, North",329483,4015
Unknown,Ukraine,256382,5577
,Nauru,4407,1
Niue,New Zealand,47,0
,Tuvalu,8,0
Pitcairn Islands,United Kingdom,4,0
